reading data
reading labels
+ weight: 0.25, - weight: 0.75
0.275792 + 0.724208 = 1, predicted label = -1
0.275296 + 0.724704 = 1, predicted label = -1
0.2748 + 0.7252 = 1, predicted label = -1
0.274306 + 0.725694 = 1, predicted label = -1
0.273811 + 0.726189 = 1, predicted label = -1
0.273318 + 0.726682 = 1, predicted label = -1
0.272825 + 0.727175 = 1, predicted label = -1
0.272332 + 0.727668 = 1, predicted label = -1
0.27184 + 0.72816 = 1, predicted label = -1
0.271349 + 0.728651 = 1, predicted label = -1
0.270858 + 0.729142 = 1, predicted label = -1
0.270368 + 0.729632 = 1, predicted label = -1
0.269878 + 0.730122 = 1, predicted label = -1
0.269389 + 0.730611 = 1, predicted label = -1
0.2689 + 0.7311 = 1, predicted label = -1
0.268412 + 0.731588 = 1, predicted label = -1
0.267924 + 0.732076 = 1, predicted label = -1
0.267437 + 0.732563 = 1, predicted label = -1
0.266951 + 0.733049 = 1, predicted label = -1
0.266465 + 0.733535 = 1, predicted label = -1
0.26598 + 0.73402 = 1, predicted label = -1
0.265495 + 0.734505 = 1, predicted label = -1
0.265011 + 0.734989 = 1, predicted label = -1
0.264527 + 0.735473 = 1, predicted label = -1
0.264044 + 0.735956 = 1, predicted label = -1
0.263562 + 0.736438 = 1, predicted label = -1
0.26308 + 0.73692 = 1, predicted label = -1
0.262599 + 0.737401 = 1, predicted label = -1
0.262118 + 0.737882 = 1, predicted label = -1
0.261638 + 0.738362 = 1, predicted label = -1
0.261158 + 0.738842 = 1, predicted label = -1
0.260679 + 0.739321 = 1, predicted label = -1
0.260201 + 0.739799 = 1, predicted label = -1
0.259723 + 0.740277 = 1, predicted label = -1
0.259245 + 0.740755 = 1, predicted label = -1
0.258769 + 0.741231 = 1, predicted label = -1
0.258292 + 0.741708 = 1, predicted label = -1
0.257817 + 0.742183 = 1, predicted label = -1
0.257342 + 0.742658 = 1, predicted label = -1
0.256867 + 0.743133 = 1, predicted label = -1
0.256393 + 0.743607 = 1, predicted label = -1
0.25592 + 0.74408 = 1, predicted label = -1
0.255447 + 0.744553 = 1, predicted label = -1
0.254975 + 0.745025 = 1, predicted label = -1
0.254503 + 0.745497 = 1, predicted label = -1
0.254032 + 0.745968 = 1, predicted label = -1
0.253562 + 0.746438 = 1, predicted label = -1
0.253092 + 0.746908 = 1, predicted label = -1
0.252622 + 0.747378 = 1, predicted label = -1
0.252154 + 0.747846 = 1, predicted label = -1
0.251685 + 0.748315 = 1, predicted label = -1
0.251218 + 0.748782 = 1, predicted label = -1
0.250751 + 0.749249 = 1, predicted label = -1
0.250284 + 0.749716 = 1, predicted label = -1
0.249818 + 0.750182 = 1, predicted label = -1
0.249353 + 0.750647 = 1, predicted label = -1
0.248888 + 0.751112 = 1, predicted label = -1
0.248424 + 0.751576 = 1, predicted label = -1
0.247961 + 0.752039 = 1, predicted label = -1
0.247498 + 0.752502 = 1, predicted label = -1
0.247035 + 0.752965 = 1, predicted label = -1
0.246573 + 0.753427 = 1, predicted label = -1
0.246112 + 0.753888 = 1, predicted label = -1
0.245651 + 0.754349 = 1, predicted label = -1
0.245191 + 0.754809 = 1, predicted label = -1
0.244732 + 0.755268 = 1, predicted label = -1
0.244273 + 0.755727 = 1, predicted label = -1
0.243814 + 0.756186 = 1, predicted label = -1
0.243357 + 0.756643 = 1, predicted label = -1
0.242899 + 0.757101 = 1, predicted label = -1
0.242443 + 0.757557 = 1, predicted label = -1
0.241987 + 0.758013 = 1, predicted label = -1
0.241531 + 0.758469 = 1, predicted label = -1
0.241076 + 0.758924 = 1, predicted label = -1
0.240622 + 0.759378 = 1, predicted label = -1
0.240168 + 0.759832 = 1, predicted label = -1
0.239715 + 0.760285 = 1, predicted label = -1
0.239263 + 0.760737 = 1, predicted label = -1
0.238811 + 0.761189 = 1, predicted label = -1
0.238359 + 0.761641 = 1, predicted label = -1
0.237908 + 0.762092 = 1, predicted label = -1
0.237458 + 0.762542 = 1, predicted label = -1
0.237008 + 0.762992 = 1, predicted label = -1
0.236559 + 0.763441 = 1, predicted label = -1
0.236111 + 0.763889 = 1, predicted label = -1
0.235663 + 0.764337 = 1, predicted label = -1
0.235216 + 0.764784 = 1, predicted label = -1
0.234769 + 0.765231 = 1, predicted label = -1
0.234323 + 0.765677 = 1, predicted label = -1
0.233877 + 0.766123 = 1, predicted label = -1
0.233432 + 0.766568 = 1, predicted label = -1
0.232988 + 0.767012 = 1, predicted label = -1
0.232544 + 0.767456 = 1, predicted label = -1
0.232101 + 0.767899 = 1, predicted label = -1
0.231658 + 0.768342 = 1, predicted label = -1
0.231216 + 0.768784 = 1, predicted label = -1
0.230775 + 0.769225 = 1, predicted label = -1
0.230334 + 0.769666 = 1, predicted label = -1
0.229894 + 0.770106 = 1, predicted label = -1
0.229454 + 0.770546 = 1, predicted label = -1
0.275455 + 0.724545 = 1, predicted label = -1
0.274959 + 0.725041 = 1, predicted label = -1
0.274464 + 0.725536 = 1, predicted label = -1
0.27397 + 0.72603 = 1, predicted label = -1
0.273476 + 0.726524 = 1, predicted label = -1
0.272983 + 0.727017 = 1, predicted label = -1
0.27249 + 0.72751 = 1, predicted label = -1
0.271998 + 0.728002 = 1, predicted label = -1
0.271506 + 0.728494 = 1, predicted label = -1
0.271015 + 0.728985 = 1, predicted label = -1
0.270525 + 0.729475 = 1, predicted label = -1
0.270035 + 0.729965 = 1, predicted label = -1
0.269545 + 0.730455 = 1, predicted label = -1
0.269056 + 0.730944 = 1, predicted label = -1
0.268568 + 0.731432 = 1, predicted label = -1
0.268081 + 0.731919 = 1, predicted label = -1
0.267593 + 0.732407 = 1, predicted label = -1
0.267107 + 0.732893 = 1, predicted label = -1
0.266621 + 0.733379 = 1, predicted label = -1
0.266135 + 0.733865 = 1, predicted label = -1
0.26565 + 0.73435 = 1, predicted label = -1
0.265166 + 0.734834 = 1, predicted label = -1
0.264682 + 0.735318 = 1, predicted label = -1
0.264199 + 0.735801 = 1, predicted label = -1
0.263717 + 0.736283 = 1, predicted label = -1
0.263234 + 0.736766 = 1, predicted label = -1
0.262753 + 0.737247 = 1, predicted label = -1
0.262272 + 0.737728 = 1, predicted label = -1
0.261792 + 0.738208 = 1, predicted label = -1
0.261312 + 0.738688 = 1, predicted label = -1
0.260833 + 0.739167 = 1, predicted label = -1
0.260354 + 0.739646 = 1, predicted label = -1
0.259876 + 0.740124 = 1, predicted label = -1
0.259398 + 0.740602 = 1, predicted label = -1
0.258921 + 0.741079 = 1, predicted label = -1
0.258445 + 0.741555 = 1, predicted label = -1
0.257969 + 0.742031 = 1, predicted label = -1
0.257494 + 0.742506 = 1, predicted label = -1
0.257019 + 0.742981 = 1, predicted label = -1
0.256545 + 0.743455 = 1, predicted label = -1
0.256072 + 0.743928 = 1, predicted label = -1
0.255599 + 0.744401 = 1, predicted label = -1
0.255126 + 0.744874 = 1, predicted label = -1
0.254654 + 0.745346 = 1, predicted label = -1
0.254183 + 0.745817 = 1, predicted label = -1
0.253712 + 0.746288 = 1, predicted label = -1
0.253242 + 0.746758 = 1, predicted label = -1
0.252773 + 0.747227 = 1, predicted label = -1
0.252304 + 0.747696 = 1, predicted label = -1
0.251835 + 0.748165 = 1, predicted label = -1
0.251368 + 0.748632 = 1, predicted label = -1
0.2509 + 0.7491 = 1, predicted label = -1
0.250434 + 0.749566 = 1, predicted label = -1
0.249968 + 0.750032 = 1, predicted label = -1
0.249502 + 0.750498 = 1, predicted label = -1
0.249037 + 0.750963 = 1, predicted label = -1
0.248573 + 0.751427 = 1, predicted label = -1
0.248109 + 0.751891 = 1, predicted label = -1
0.247646 + 0.752354 = 1, predicted label = -1
0.247183 + 0.752817 = 1, predicted label = -1
0.246721 + 0.753279 = 1, predicted label = -1
0.24626 + 0.75374 = 1, predicted label = -1
0.245799 + 0.754201 = 1, predicted label = -1
0.245339 + 0.754661 = 1, predicted label = -1
0.244879 + 0.755121 = 1, predicted label = -1
0.24442 + 0.75558 = 1, predicted label = -1
0.243961 + 0.756039 = 1, predicted label = -1
0.243503 + 0.756497 = 1, predicted label = -1
0.243046 + 0.756954 = 1, predicted label = -1
0.242589 + 0.757411 = 1, predicted label = -1
0.242133 + 0.757867 = 1, predicted label = -1
0.241677 + 0.758323 = 1, predicted label = -1
0.241222 + 0.758778 = 1, predicted label = -1
0.240767 + 0.759233 = 1, predicted label = -1
0.240314 + 0.759686 = 1, predicted label = -1
0.23986 + 0.76014 = 1, predicted label = -1
0.239408 + 0.760592 = 1, predicted label = -1
0.238955 + 0.761045 = 1, predicted label = -1
0.238504 + 0.761496 = 1, predicted label = -1
0.238053 + 0.761947 = 1, predicted label = -1
0.237602 + 0.762398 = 1, predicted label = -1
0.237153 + 0.762847 = 1, predicted label = -1
0.236703 + 0.763297 = 1, predicted label = -1
0.236255 + 0.763745 = 1, predicted label = -1
0.235807 + 0.764193 = 1, predicted label = -1
0.235359 + 0.764641 = 1, predicted label = -1
0.234912 + 0.765088 = 1, predicted label = -1
0.234466 + 0.765534 = 1, predicted label = -1
0.23402 + 0.76598 = 1, predicted label = -1
0.233575 + 0.766425 = 1, predicted label = -1
0.23313 + 0.76687 = 1, predicted label = -1
0.232686 + 0.767314 = 1, predicted label = -1
0.232243 + 0.767757 = 1, predicted label = -1
0.2318 + 0.7682 = 1, predicted label = -1
0.231358 + 0.768642 = 1, predicted label = -1
0.230916 + 0.769084 = 1, predicted label = -1
0.230475 + 0.769525 = 1, predicted label = -1
0.230035 + 0.769965 = 1, predicted label = -1
0.229595 + 0.770405 = 1, predicted label = -1
0.229156 + 0.770844 = 1, predicted label = -1
0.275118 + 0.724882 = 1, predicted label = -1
0.274623 + 0.725377 = 1, predicted label = -1
0.274128 + 0.725872 = 1, predicted label = -1
0.273634 + 0.726366 = 1, predicted label = -1
0.273141 + 0.726859 = 1, predicted label = -1
0.272648 + 0.727352 = 1, predicted label = -1
0.272155 + 0.727845 = 1, predicted label = -1
0.271664 + 0.728336 = 1, predicted label = -1
0.271172 + 0.728828 = 1, predicted label = -1
0.270682 + 0.729318 = 1, predicted label = -1
0.270192 + 0.729808 = 1, predicted label = -1
0.269702 + 0.730298 = 1, predicted label = -1
0.269213 + 0.730787 = 1, predicted label = -1
0.268725 + 0.731275 = 1, predicted label = -1
0.268237 + 0.731763 = 1, predicted label = -1
0.267749 + 0.732251 = 1, predicted label = -1
0.267263 + 0.732737 = 1, predicted label = -1
0.266776 + 0.733224 = 1, predicted label = -1
0.266291 + 0.733709 = 1, predicted label = -1
0.265806 + 0.734194 = 1, predicted label = -1
0.265321 + 0.734679 = 1, predicted label = -1
0.264837 + 0.735163 = 1, predicted label = -1
0.264354 + 0.735646 = 1, predicted label = -1
0.263871 + 0.736129 = 1, predicted label = -1
0.263389 + 0.736611 = 1, predicted label = -1
0.262907 + 0.737093 = 1, predicted label = -1
0.262426 + 0.737574 = 1, predicted label = -1
0.261946 + 0.738054 = 1, predicted label = -1
0.261466 + 0.738534 = 1, predicted label = -1
0.260986 + 0.739014 = 1, predicted label = -1
0.260507 + 0.739493 = 1, predicted label = -1
0.260029 + 0.739971 = 1, predicted label = -1
0.259551 + 0.740449 = 1, predicted label = -1
0.259074 + 0.740926 = 1, predicted label = -1
0.258598 + 0.741402 = 1, predicted label = -1
0.258122 + 0.741878 = 1, predicted label = -1
0.257646 + 0.742354 = 1, predicted label = -1
0.257171 + 0.742829 = 1, predicted label = -1
0.256697 + 0.743303 = 1, predicted label = -1
0.256223 + 0.743777 = 1, predicted label = -1
0.25575 + 0.74425 = 1, predicted label = -1
0.255277 + 0.744723 = 1, predicted label = -1
0.254805 + 0.745195 = 1, predicted label = -1
0.254334 + 0.745666 = 1, predicted label = -1
0.253863 + 0.746137 = 1, predicted label = -1
0.253393 + 0.746607 = 1, predicted label = -1
0.252923 + 0.747077 = 1, predicted label = -1
0.252454 + 0.747546 = 1, predicted label = -1
0.251985 + 0.748015 = 1, predicted label = -1
0.251517 + 0.748483 = 1, predicted label = -1
0.25105 + 0.74895 = 1, predicted label = -1
0.250583 + 0.749417 = 1, predicted label = -1
0.250117 + 0.749883 = 1, predicted label = -1
0.249651 + 0.750349 = 1, predicted label = -1
0.249186 + 0.750814 = 1, predicted label = -1
0.248722 + 0.751278 = 1, predicted label = -1
0.248258 + 0.751742 = 1, predicted label = -1
0.247794 + 0.752206 = 1, predicted label = -1
0.247331 + 0.752669 = 1, predicted label = -1
0.246869 + 0.753131 = 1, predicted label = -1
0.246408 + 0.753592 = 1, predicted label = -1
0.245947 + 0.754053 = 1, predicted label = -1
0.245486 + 0.754514 = 1, predicted label = -1
0.245026 + 0.754974 = 1, predicted label = -1
0.244567 + 0.755433 = 1, predicted label = -1
0.244108 + 0.755892 = 1, predicted label = -1
0.24365 + 0.75635 = 1, predicted label = -1
0.243192 + 0.756808 = 1, predicted label = -1
0.242735 + 0.757265 = 1, predicted label = -1
0.242279 + 0.757721 = 1, predicted label = -1
0.241823 + 0.758177 = 1, predicted label = -1
0.241368 + 0.758632 = 1, predicted label = -1
0.240913 + 0.759087 = 1, predicted label = -1
0.240459 + 0.759541 = 1, predicted label = -1
0.240005 + 0.759995 = 1, predicted label = -1
0.239553 + 0.760447 = 1, predicted label = -1
0.2391 + 0.7609 = 1, predicted label = -1
0.238648 + 0.761352 = 1, predicted label = -1
0.238197 + 0.761803 = 1, predicted label = -1
0.237747 + 0.762253 = 1, predicted label = -1
0.237297 + 0.762703 = 1, predicted label = -1
0.236847 + 0.763153 = 1, predicted label = -1
0.236398 + 0.763602 = 1, predicted label = -1
0.23595 + 0.76405 = 1, predicted label = -1
0.235502 + 0.764498 = 1, predicted label = -1
0.235055 + 0.764945 = 1, predicted label = -1
0.234609 + 0.765391 = 1, predicted label = -1
0.234163 + 0.765837 = 1, predicted label = -1
0.233718 + 0.766282 = 1, predicted label = -1
0.233273 + 0.766727 = 1, predicted label = -1
0.232829 + 0.767171 = 1, predicted label = -1
0.232385 + 0.767615 = 1, predicted label = -1
0.231942 + 0.768058 = 1, predicted label = -1
0.2315 + 0.7685 = 1, predicted label = -1
0.231058 + 0.768942 = 1, predicted label = -1
0.230617 + 0.769383 = 1, predicted label = -1
0.230176 + 0.769824 = 1, predicted label = -1
0.229736 + 0.770264 = 1, predicted label = -1
0.229296 + 0.770704 = 1, predicted label = -1
0.228858 + 0.771142 = 1, predicted label = -1
0.274781 + 0.725219 = 1, predicted label = -1
0.274286 + 0.725714 = 1, predicted label = -1
0.273792 + 0.726208 = 1, predicted label = -1
0.273299 + 0.726701 = 1, predicted label = -1
0.272806 + 0.727194 = 1, predicted label = -1
0.272313 + 0.727687 = 1, predicted label = -1
0.271821 + 0.728179 = 1, predicted label = -1
0.27133 + 0.72867 = 1, predicted label = -1
0.270839 + 0.729161 = 1, predicted label = -1
0.270349 + 0.729651 = 1, predicted label = -1
0.269859 + 0.730141 = 1, predicted label = -1
0.26937 + 0.73063 = 1, predicted label = -1
0.268881 + 0.731119 = 1, predicted label = -1
0.268393 + 0.731607 = 1, predicted label = -1
0.267906 + 0.732094 = 1, predicted label = -1
0.267419 + 0.732581 = 1, predicted label = -1
0.266932 + 0.733068 = 1, predicted label = -1
0.266446 + 0.733554 = 1, predicted label = -1
0.265961 + 0.734039 = 1, predicted label = -1
0.265476 + 0.734524 = 1, predicted label = -1
0.264992 + 0.735008 = 1, predicted label = -1
0.264509 + 0.735491 = 1, predicted label = -1
0.264026 + 0.735974 = 1, predicted label = -1
0.263543 + 0.736457 = 1, predicted label = -1
0.263062 + 0.736938 = 1, predicted label = -1
0.26258 + 0.73742 = 1, predicted label = -1
0.262099 + 0.737901 = 1, predicted label = -1
0.261619 + 0.738381 = 1, predicted label = -1
0.26114 + 0.73886 = 1, predicted label = -1
0.260661 + 0.739339 = 1, predicted label = -1
0.260182 + 0.739818 = 1, predicted label = -1
0.259704 + 0.740296 = 1, predicted label = -1
0.259227 + 0.740773 = 1, predicted label = -1
0.25875 + 0.74125 = 1, predicted label = -1
0.258274 + 0.741726 = 1, predicted label = -1
0.257798 + 0.742202 = 1, predicted label = -1
0.257323 + 0.742677 = 1, predicted label = -1
0.256849 + 0.743151 = 1, predicted label = -1
0.256375 + 0.743625 = 1, predicted label = -1
0.255902 + 0.744098 = 1, predicted label = -1
0.255429 + 0.744571 = 1, predicted label = -1
0.254957 + 0.745043 = 1, predicted label = -1
0.254485 + 0.745515 = 1, predicted label = -1
0.254014 + 0.745986 = 1, predicted label = -1
0.253544 + 0.746456 = 1, predicted label = -1
0.253074 + 0.746926 = 1, predicted label = -1
0.252604 + 0.747396 = 1, predicted label = -1
0.252136 + 0.747864 = 1, predicted label = -1
0.251667 + 0.748333 = 1, predicted label = -1
0.2512 + 0.7488 = 1, predicted label = -1
0.250733 + 0.749267 = 1, predicted label = -1
0.250266 + 0.749734 = 1, predicted label = -1
0.2498 + 0.7502 = 1, predicted label = -1
0.249335 + 0.750665 = 1, predicted label = -1
0.24887 + 0.75113 = 1, predicted label = -1
0.248406 + 0.751594 = 1, predicted label = -1
0.247943 + 0.752057 = 1, predicted label = -1
0.24748 + 0.75252 = 1, predicted label = -1
0.247017 + 0.752983 = 1, predicted label = -1
0.246555 + 0.753445 = 1, predicted label = -1
0.246094 + 0.753906 = 1, predicted label = -1
0.245634 + 0.754366 = 1, predicted label = -1
0.245173 + 0.754827 = 1, predicted label = -1
0.244714 + 0.755286 = 1, predicted label = -1
0.244255 + 0.755745 = 1, predicted label = -1
0.243797 + 0.756203 = 1, predicted label = -1
0.243339 + 0.756661 = 1, predicted label = -1
0.242882 + 0.757118 = 1, predicted label = -1
0.242425 + 0.757575 = 1, predicted label = -1
0.241969 + 0.758031 = 1, predicted label = -1
0.241514 + 0.758486 = 1, predicted label = -1
0.241059 + 0.758941 = 1, predicted label = -1
0.240604 + 0.759396 = 1, predicted label = -1
0.240151 + 0.759849 = 1, predicted label = -1
0.239698 + 0.760302 = 1, predicted label = -1
0.239245 + 0.760755 = 1, predicted label = -1
0.238793 + 0.761207 = 1, predicted label = -1
0.238342 + 0.761658 = 1, predicted label = -1
0.237891 + 0.762109 = 1, predicted label = -1
0.237441 + 0.762559 = 1, predicted label = -1
0.236991 + 0.763009 = 1, predicted label = -1
0.236542 + 0.763458 = 1, predicted label = -1
0.236094 + 0.763906 = 1, predicted label = -1
0.235646 + 0.764354 = 1, predicted label = -1
0.235199 + 0.764801 = 1, predicted label = -1
0.234752 + 0.765248 = 1, predicted label = -1
0.234306 + 0.765694 = 1, predicted label = -1
0.23386 + 0.76614 = 1, predicted label = -1
0.233415 + 0.766585 = 1, predicted label = -1
0.232971 + 0.767029 = 1, predicted label = -1
0.232527 + 0.767473 = 1, predicted label = -1
0.232084 + 0.767916 = 1, predicted label = -1
0.231641 + 0.768359 = 1, predicted label = -1
0.231199 + 0.768801 = 1, predicted label = -1
0.230758 + 0.769242 = 1, predicted label = -1
0.230317 + 0.769683 = 1, predicted label = -1
0.229877 + 0.770123 = 1, predicted label = -1
0.229437 + 0.770563 = 1, predicted label = -1
0.228998 + 0.771002 = 1, predicted label = -1
0.22856 + 0.77144 = 1, predicted label = -1
0.274445 + 0.725555 = 1, predicted label = -1
0.273951 + 0.726049 = 1, predicted label = -1
0.273457 + 0.726543 = 1, predicted label = -1
0.272964 + 0.727036 = 1, predicted label = -1
0.272471 + 0.727529 = 1, predicted label = -1
0.271979 + 0.728021 = 1, predicted label = -1
0.271487 + 0.728513 = 1, predicted label = -1
0.270996 + 0.729004 = 1, predicted label = -1
0.270506 + 0.729494 = 1, predicted label = -1
0.270016 + 0.729984 = 1, predicted label = -1
0.269526 + 0.730474 = 1, predicted label = -1
0.269038 + 0.730962 = 1, predicted label = -1
0.268549 + 0.731451 = 1, predicted label = -1
0.268062 + 0.731938 = 1, predicted label = -1
0.267575 + 0.732425 = 1, predicted label = -1
0.267088 + 0.732912 = 1, predicted label = -1
0.266602 + 0.733398 = 1, predicted label = -1
0.266117 + 0.733883 = 1, predicted label = -1
0.265632 + 0.734368 = 1, predicted label = -1
0.265147 + 0.734853 = 1, predicted label = -1
0.264664 + 0.735336 = 1, predicted label = -1
0.264181 + 0.735819 = 1, predicted label = -1
0.263698 + 0.736302 = 1, predicted label = -1
0.263216 + 0.736784 = 1, predicted label = -1
0.262734 + 0.737266 = 1, predicted label = -1
0.262253 + 0.737747 = 1, predicted label = -1
0.261773 + 0.738227 = 1, predicted label = -1
0.261293 + 0.738707 = 1, predicted label = -1
0.260814 + 0.739186 = 1, predicted label = -1
0.260335 + 0.739665 = 1, predicted label = -1
0.259857 + 0.740143 = 1, predicted label = -1
0.25938 + 0.74062 = 1, predicted label = -1
0.258903 + 0.741097 = 1, predicted label = -1
0.258427 + 0.741573 = 1, predicted label = -1
0.257951 + 0.742049 = 1, predicted label = -1
0.257476 + 0.742524 = 1, predicted label = -1
0.257001 + 0.742999 = 1, predicted label = -1
0.256527 + 0.743473 = 1, predicted label = -1
0.256053 + 0.743947 = 1, predicted label = -1
0.25558 + 0.74442 = 1, predicted label = -1
0.255108 + 0.744892 = 1, predicted label = -1
0.254636 + 0.745364 = 1, predicted label = -1
0.254165 + 0.745835 = 1, predicted label = -1
0.253694 + 0.746306 = 1, predicted label = -1
0.253224 + 0.746776 = 1, predicted label = -1
0.252755 + 0.747245 = 1, predicted label = -1
0.252286 + 0.747714 = 1, predicted label = -1
0.251817 + 0.748183 = 1, predicted label = -1
0.25135 + 0.74865 = 1, predicted label = -1
0.250882 + 0.749118 = 1, predicted label = -1
0.250416 + 0.749584 = 1, predicted label = -1
0.24995 + 0.75005 = 1, predicted label = -1
0.249484 + 0.750516 = 1, predicted label = -1
0.249019 + 0.750981 = 1, predicted label = -1
0.248555 + 0.751445 = 1, predicted label = -1
0.248091 + 0.751909 = 1, predicted label = -1
0.247628 + 0.752372 = 1, predicted label = -1
0.247165 + 0.752835 = 1, predicted label = -1
0.246703 + 0.753297 = 1, predicted label = -1
0.246242 + 0.753758 = 1, predicted label = -1
0.245781 + 0.754219 = 1, predicted label = -1
0.245321 + 0.754679 = 1, predicted label = -1
0.244861 + 0.755139 = 1, predicted label = -1
0.244402 + 0.755598 = 1, predicted label = -1
0.243943 + 0.756057 = 1, predicted label = -1
0.243485 + 0.756515 = 1, predicted label = -1
0.243028 + 0.756972 = 1, predicted label = -1
0.242571 + 0.757429 = 1, predicted label = -1
0.242115 + 0.757885 = 1, predicted label = -1
0.241659 + 0.758341 = 1, predicted label = -1
0.241204 + 0.758796 = 1, predicted label = -1
0.24075 + 0.75925 = 1, predicted label = -1
0.240296 + 0.759704 = 1, predicted label = -1
0.239843 + 0.760157 = 1, predicted label = -1
0.23939 + 0.76061 = 1, predicted label = -1
0.238938 + 0.761062 = 1, predicted label = -1
0.238486 + 0.761514 = 1, predicted label = -1
0.238035 + 0.761965 = 1, predicted label = -1
0.237585 + 0.762415 = 1, predicted label = -1
0.237135 + 0.762865 = 1, predicted label = -1
0.236686 + 0.763314 = 1, predicted label = -1
0.236237 + 0.763763 = 1, predicted label = -1
0.235789 + 0.764211 = 1, predicted label = -1
0.235342 + 0.764658 = 1, predicted label = -1
0.234895 + 0.765105 = 1, predicted label = -1
0.234449 + 0.765551 = 1, predicted label = -1
0.234003 + 0.765997 = 1, predicted label = -1
0.233558 + 0.766442 = 1, predicted label = -1
0.233113 + 0.766887 = 1, predicted label = -1
0.232669 + 0.767331 = 1, predicted label = -1
0.232226 + 0.767774 = 1, predicted label = -1
0.231783 + 0.768217 = 1, predicted label = -1
0.231341 + 0.768659 = 1, predicted label = -1
0.230899 + 0.769101 = 1, predicted label = -1
0.230458 + 0.769542 = 1, predicted label = -1
0.230018 + 0.769982 = 1, predicted label = -1
0.229578 + 0.770422 = 1, predicted label = -1
0.229139 + 0.770861 = 1, predicted label = -1
0.2287 + 0.7713 = 1, predicted label = -1
0.228262 + 0.771738 = 1, predicted label = -1
0.274109 + 0.725891 = 1, predicted label = -1
0.273615 + 0.726385 = 1, predicted label = -1
0.273122 + 0.726878 = 1, predicted label = -1
0.272629 + 0.727371 = 1, predicted label = -1
0.272136 + 0.727864 = 1, predicted label = -1
0.271645 + 0.728355 = 1, predicted label = -1
0.271153 + 0.728847 = 1, predicted label = -1
0.270663 + 0.729337 = 1, predicted label = -1
0.270173 + 0.729827 = 1, predicted label = -1
0.269683 + 0.730317 = 1, predicted label = -1
0.269194 + 0.730806 = 1, predicted label = -1
0.268706 + 0.731294 = 1, predicted label = -1
0.268218 + 0.731782 = 1, predicted label = -1
0.267731 + 0.732269 = 1, predicted label = -1
0.267244 + 0.732756 = 1, predicted label = -1
0.266758 + 0.733242 = 1, predicted label = -1
0.266272 + 0.733728 = 1, predicted label = -1
0.265787 + 0.734213 = 1, predicted label = -1
0.265303 + 0.734697 = 1, predicted label = -1
0.264819 + 0.735181 = 1, predicted label = -1
0.264335 + 0.735665 = 1, predicted label = -1
0.263853 + 0.736147 = 1, predicted label = -1
0.26337 + 0.73663 = 1, predicted label = -1
0.262889 + 0.737111 = 1, predicted label = -1
0.262408 + 0.737592 = 1, predicted label = -1
0.261927 + 0.738073 = 1, predicted label = -1
0.261447 + 0.738553 = 1, predicted label = -1
0.260968 + 0.739032 = 1, predicted label = -1
0.260489 + 0.739511 = 1, predicted label = -1
0.260011 + 0.739989 = 1, predicted label = -1
0.259533 + 0.740467 = 1, predicted label = -1
0.259056 + 0.740944 = 1, predicted label = -1
0.258579 + 0.741421 = 1, predicted label = -1
0.258103 + 0.741897 = 1, predicted label = -1
0.257628 + 0.742372 = 1, predicted label = -1
0.257153 + 0.742847 = 1, predicted label = -1
0.256679 + 0.743321 = 1, predicted label = -1
0.256205 + 0.743795 = 1, predicted label = -1
0.255732 + 0.744268 = 1, predicted label = -1
0.255259 + 0.744741 = 1, predicted label = -1
0.254787 + 0.745213 = 1, predicted label = -1
0.254316 + 0.745684 = 1, predicted label = -1
0.253845 + 0.746155 = 1, predicted label = -1
0.253375 + 0.746625 = 1, predicted label = -1
0.252905 + 0.747095 = 1, predicted label = -1
0.252436 + 0.747564 = 1, predicted label = -1
0.251967 + 0.748033 = 1, predicted label = -1
0.251499 + 0.748501 = 1, predicted label = -1
0.251032 + 0.748968 = 1, predicted label = -1
0.250565 + 0.749435 = 1, predicted label = -1
0.250099 + 0.749901 = 1, predicted label = -1
0.249633 + 0.750367 = 1, predicted label = -1
0.249168 + 0.750832 = 1, predicted label = -1
0.248704 + 0.751296 = 1, predicted label = -1
0.24824 + 0.75176 = 1, predicted label = -1
0.247776 + 0.752224 = 1, predicted label = -1
0.247314 + 0.752686 = 1, predicted label = -1
0.246851 + 0.753149 = 1, predicted label = -1
0.24639 + 0.75361 = 1, predicted label = -1
0.245929 + 0.754071 = 1, predicted label = -1
0.245468 + 0.754532 = 1, predicted label = -1
0.245008 + 0.754992 = 1, predicted label = -1
0.244549 + 0.755451 = 1, predicted label = -1
0.24409 + 0.75591 = 1, predicted label = -1
0.243632 + 0.756368 = 1, predicted label = -1
0.243175 + 0.756825 = 1, predicted label = -1
0.242718 + 0.757282 = 1, predicted label = -1
0.242261 + 0.757739 = 1, predicted label = -1
0.241805 + 0.758195 = 1, predicted label = -1
0.24135 + 0.75865 = 1, predicted label = -1
0.240896 + 0.759104 = 1, predicted label = -1
0.240441 + 0.759559 = 1, predicted label = -1
0.239988 + 0.760012 = 1, predicted label = -1
0.239535 + 0.760465 = 1, predicted label = -1
0.239083 + 0.760917 = 1, predicted label = -1
0.238631 + 0.761369 = 1, predicted label = -1
0.23818 + 0.76182 = 1, predicted label = -1
0.237729 + 0.762271 = 1, predicted label = -1
0.237279 + 0.762721 = 1, predicted label = -1
0.23683 + 0.76317 = 1, predicted label = -1
0.236381 + 0.763619 = 1, predicted label = -1
0.235933 + 0.764067 = 1, predicted label = -1
